正式法令名,法令番号,略称法令名１,略称法令名２,略称法令名３,略称法令名４
消費税の円滑かつ適正な転嫁の確保のための消費税の転嫁を阻害する行為の是正等に関する特別措置法第二条第一項第一号の大規模小売事業者を定める規則,平成二十五年公正取引委員会規則第三号,消費税転嫁対策特別措置法第二条第一項第一号の大規模小売事業者を定める規則,,,
難病の患者に対する医療等に関する法律,平成二十六年法律第五十号,難病医療法,難病法,,
行政不服審査法,平成二十六年法律第六十八号,行審法,行服法,,
特定農林水産物等の名称の保護に関する法律,平成二十六年法律第八十四号,地理的表示法,,,
小規模企業振興基本法,平成二十六年法律第九十四号,小規模基本法,,,
国際連合安全保障理事会決議第千二百六十七号等を踏まえ我が国が実施する財産の凍結等に関する特別措置法,平成二十六年法律第百二十四号,国際テロリスト財産凍結法,,,
まち・ひと・しごと創生法,平成二十六年法律第百三十六号,地方創生法,,,
専門的知識等を有する有期雇用労働者等に関する特別措置法,平成二十六年法律第百三十七号,有期雇用特別措置法,有期特措法,,
雨水の利用の推進に関する法律,平成二十六年法律第十七号,雨水利用推進法,,,
地域自然資産区域における自然環境の保全及び持続可能な利用の推進に関する法律,平成二十六年法律第八十五号,地域自然資産法,,,
国民が受ける医療の質の向上のための医療機器の研究開発及び普及の促進に関する法律,平成二十六年法律第九十九号,医療機器促進法,,,
過労死等防止対策推進法,平成二十六年法律第百号,過労死防止法,,,
花きの振興に関する法律,平成二十六年法律第百二号,花き振興法,,,
私事性的画像記録の提供等による被害の防止に関する法律,平成二十六年法律第百二十六号,リベンジポルノ規制法,リベンジポルノ防止法,,
空家等対策の推進に関する特別措置法,平成二十六年法律第百二十七号,空家特措法,,,
子どもの貧困対策の推進に関する法律第八条第二項第二号の子どもの貧困率等の定義を定める政令,平成二十六年政令第五号,子どもの貧困対策法第八条第二項第二号の子どもの貧困率及び生活保護世帯に属する子どもの高等学校等進学率の定義を定める政令,,,
農地中間管理事業の推進に関する法律施行令,平成二十六年政令第四十六号,農地バンク法施行令,,,
公的年金制度の健全性及び信頼性の確保のための厚生年金保険法等の一部を改正する法律の施行に伴う経過措置に関する政令,平成二十六年政令第七十四号,公的年金制度の健全性及び信頼性の確保のための厚生年金法等の一部を改正する法律の施行に伴う経過措置に関する政令,,,
国家戦略特別区域法施行令,平成二十六年政令第九十九号,国家戦略特区法施行令,,,
行政手続における特定の個人を識別するための番号の利用等に関する法律施行令,平成二十六年政令第百五十五号,マイナンバー法施行令,番号法施行令,個人番号法施行令,
自動車の運転により人を死傷させる行為等の処罰に関する法律施行令,平成二十六年政令第百六十六号,悪質運転厳罰法施行令,自動車運転死傷処罰法施行令,自動車運転死傷行為処罰法施行令,
雨水の利用の推進に関する法律第二条第二項の法人を定める政令,平成二十六年政令第百七十二号,雨水利用推進法第二条第二項の法人を定める政令,,,
国と民間企業との間の人事交流に関する法律施行令,平成二十六年政令第百九十三号,官民人事交流法施行令,官民交流法施行令,,
国家公務員法等の一部を改正する法律の施行に伴う関係政令の整備等に関する政令　抄,平成二十六年政令第百九十五号,国公法等の一部を改正する法律の施行に伴う関係政令の整備等に関する政令　抄,,,
